person_income,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
59890,8000,10,0,4,620,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
66904,6000,7,0,4,674,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
66763,8000,9,0,3,496,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
36727,7200,11,0,3,659,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
36715,7200,8,0,2,633,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
66830,13000,13,0,3,658,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
39065,7200,11,0,4,678,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39050,7200,13,0,2,576,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
39423,7200,5,0,4,654,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
39751,7200,12,0,4,696,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
66880,15000,11,0,3,626,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
39985,7200,9,0,4,602,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
66391,5000,14,0,2,599,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
66891,1000,8,0,3,562,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
42201,7200,7,0,4,586,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
59747,15000,19,0,2,637,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
41964,7200,12,0,3,702,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
43222,7200,8,0,3,666,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
67065,7000,8,0,2,702,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
66701,5500,8,0,3,648,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
66863,10200,8,0,3,603,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
66710,10000,13,0,2,580,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
67156,2000,7,0,3,558,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
43039,7200,12,0,3,647,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
43306,7200,9,0,4,615,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
43239,7200,11,0,2,621,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
38068,7200,14,0,3,648,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
67018,12500,11,0,3,660,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
45256,7200,11,0,2,595,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
45745,7200,7,0,2,696,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
45766,7200,8,0,4,584,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
46776,7200,7,0,4,717,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
59465,5000,12,0,3,597,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46806,7200,9,0,2,600,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
47476,7200,13,0,3,643,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
49047,7200,17,0,2,710,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
49045,7200,18,0,3,691,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
66910,7000,12,0,4,566,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
67233,12500,8,0,2,612,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
49347,7200,9,0,4,628,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
66911,2000,13,0,2,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49814,7200,12,0,2,661,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
66864,4000,9,0,4,553,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
51237,7200,5,0,4,601,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
67070,18500,13,0,4,562,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
52711,7200,8,0,2,630,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
66944,8000,8,0,2,512,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
53153,7200,13,0,4,672,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
67217,6000,8,0,2,658,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
67003,8500,12,0,2,672,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
55050,7200,10,0,4,666,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
54848,7200,9,0,4,451,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
47813,7200,9,0,3,572,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
56059,7200,11,0,3,645,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
58640,7200,12,0,4,526,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
58429,7200,14,0,3,650,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
58502,7200,11,0,2,581,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
66641,14000,15,0,4,667,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
58689,7200,12,0,2,556,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
58327,7200,9,0,4,645,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
59683,10000,8,0,2,597,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
58793,7200,11,0,3,688,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
67109,15000,11,0,3,574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
66649,1600,13,0,2,517,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
60773,7200,13,0,3,605,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
66822,4000,9,0,2,689,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
61225,7200,11,0,2,618,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
61090,7200,11,0,4,600,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
59634,5000,11,0,4,687,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
61375,7200,8,0,2,631,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
60969,7200,7,0,4,615,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
61174,7200,12,0,3,609,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
67161,3600,11,0,4,559,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
59776,20000,11,0,4,668,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
67133,15000,9,0,4,687,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
63273,7200,12,0,3,576,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
66964,5275,8,0,4,589,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
66496,7200,12,0,2,643,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
67091,9600,14,0,2,593,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
67327,7200,15,0,3,597,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
67208,10500,13,0,4,592,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
67260,7200,11,0,3,624,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
66845,7200,7,0,2,671,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67284,7200,7,0,2,554,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
60522,7200,10,0,2,664,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
60843,7200,17,0,2,539,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
61864,7200,14,0,3,646,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
71716,7200,8,0,3,649,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
67572,16000,11,0,2,672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72906,7200,8,0,2,666,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
67098,4225,12,0,2,570,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
72773,7200,11,0,2,667,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
72789,7200,13,0,4,611,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
72895,7200,12,0,3,648,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
59865,6500,12,0,2,635,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
73111,7200,13,0,4,663,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
67289,8900,6,0,2,670,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
73074,7200,9,0,4,690,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
60126,2500,11,0,2,680,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
73848,7200,14,0,2,527,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
74302,7200,10,0,3,651,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
66992,2000,11,0,3,645,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
67301,4000,10,0,4,677,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
76807,7200,7,0,3,615,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
77863,7200,15,0,3,602,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
67478,6000,5,0,3,633,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
82055,7200,7,0,4,575,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
67349,11000,7,0,3,679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
75492,7200,7,0,3,676,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
83116,7200,14,0,2,645,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
60702,15250,13,0,3,654,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
86909,7200,10,0,4,646,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
90655,7200,13,0,4,549,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
67503,3000,7,0,2,644,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
67641,8000,5,0,4,573,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
67335,3200,6,0,4,671,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
60802,16000,14,0,2,724,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
92899,7200,9,0,3,612,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
97161,7200,8,0,2,650,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
97746,7200,9,0,4,635,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
101982,7200,8,0,2,669,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
67574,11700,13,0,2,608,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
68001,6500,10,0,2,615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60541,12000,7,0,3,555,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
67958,7875,10,0,3,671,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
89072,7200,14,0,3,611,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
107112,7200,13,0,3,598,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
68111,3500,14,0,3,692,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
68051,4000,10,0,2,604,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
67941,3200,7,0,3,664,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
67676,21825,11,0,2,599,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
108996,7200,9,0,2,562,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
67978,18200,14,0,4,718,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
61178,2100,11,0,3,590,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
61376,4800,10,0,2,596,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
67749,12000,11,0,3,633,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
112784,7200,6,0,2,522,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
126971,7200,11,0,4,683,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
68469,10075,16,0,4,644,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
67888,10250,14,0,4,631,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
134026,7200,12,0,3,625,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
67814,10000,12,0,2,653,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
68203,7200,6,0,2,578,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
68271,12250,6,0,4,589,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
162735,7200,9,0,3,693,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
179789,7200,11,0,2,653,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
75750,7250,10,0,4,592,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
68379,6000,15,0,4,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97101,7250,5,0,2,671,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
68014,2000,6,0,3,650,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
32871,7300,11,0,3,674,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
68134,13600,15,0,4,648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
68072,2000,10,0,4,662,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
68603,19125,13,0,3,658,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
60597,12800,7,0,4,672,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
68261,9000,10,0,2,655,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45809,7300,7,0,4,639,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
46594,7300,11,0,2,579,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
68047,15000,8,0,2,596,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
50631,7300,9,0,4,618,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
68208,10000,7,0,3,538,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
56147,7300,7,0,2,631,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
61475,7500,15,0,3,693,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
68446,5000,5,0,3,581,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
67927,12375,11,0,4,671,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
61553,7300,11,0,3,646,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
67986,5250,12,0,2,618,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
68237,17400,5,0,2,669,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
65510,7300,8,0,4,584,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
116311,7300,8,0,4,605,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
67987,6000,5,0,2,599,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
68299,20000,10,0,4,648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51303,7325,12,0,3,627,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
15935,7350,6,0,2,710,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
40268,7350,13,0,3,585,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
40585,7350,11,0,3,670,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
68104,20000,11,0,3,658,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
51511,7400,11,0,3,671,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
51352,7400,16,0,4,686,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
53990,7400,13,0,4,624,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
68287,5600,10,0,4,664,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
70878,7400,10,0,2,637,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
75446,7400,6,0,2,557,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
68152,6000,5,0,4,588,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
87405,7400,15,0,3,618,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
68226,15000,14,0,2,621,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
42117,7475,9,0,2,634,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
16145,7500,7,0,4,521,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
68194,3000,6,0,3,582,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
68318,2000,11,0,2,640,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
68228,4750,7,0,2,641,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26031,7500,7,0,3,666,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
68290,5500,7,0,4,587,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
68402,12000,10,0,2,537,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
25722,7500,6,0,4,510,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
68109,15000,10,0,3,536,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
26467,7500,7,0,3,609,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
26816,7500,11,0,2,551,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
28354,7500,9,0,4,588,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
28862,7500,13,0,2,700,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
30933,7500,12,0,3,533,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
67882,8000,11,0,4,634,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
30847,7500,7,0,4,688,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
68204,13000,8,0,3,483,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
31489,7500,14,0,3,510,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
32150,7500,12,0,2,612,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
68131,10000,8,0,3,580,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
68032,13750,18,0,2,669,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32740,7500,12,0,4,647,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34420,7500,6,0,4,472,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
34756,7500,15,0,3,604,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37155,7500,9,0,4,614,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
37020,7500,11,0,4,688,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
37088,7500,5,0,2,554,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
68185,4500,11,0,4,618,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
68398,12000,11,0,3,665,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
37028,7500,11,0,4,666,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
36877,7500,14,0,3,609,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
37025,7500,13,0,3,569,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
68017,7500,13,0,3,523,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
36804,7500,10,0,4,621,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
38259,7500,9,0,4,656,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
39330,7500,13,0,2,585,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
38989,7500,13,0,3,695,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
40367,7500,11,0,4,578,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
41611,7500,7,0,3,604,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
68327,10000,13,0,4,670,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
68219,6000,11,0,3,591,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
67734,6000,7,0,4,632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
67823,12000,13,0,3,579,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
68078,2000,7,0,4,632,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
42433,7500,15,0,2,617,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
68324,20000,13,0,4,669,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
68135,13000,8,0,3,635,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
68648,10000,9,0,3,721,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
42828,7500,12,0,4,659,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
43221,7500,10,0,2,599,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
35675,7500,11,0,2,619,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
61403,6000,15,0,2,674,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
68310,3050,10,0,2,511,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
44481,7500,13,0,4,605,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
44470,7500,10,0,3,595,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
37199,7500,12,0,3,650,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
68628,6000,12,0,2,540,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
45203,7500,14,0,3,596,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
61418,12000,16,0,4,640,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
68496,17300,15,0,4,589,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
68845,5000,6,0,2,546,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
68330,4000,11,0,4,623,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
46139,7500,8,0,4,663,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
46437,7500,5,0,4,639,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
46550,7500,7,0,4,652,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
46952,7500,17,0,2,602,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
40146,7500,14,0,2,669,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
68851,9800,11,0,2,615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49336,7500,11,0,2,665,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
49224,7500,11,0,3,650,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
49043,7500,12,0,2,703,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
68830,16000,7,0,3,628,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
68788,20000,11,0,2,622,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
68742,12000,10,0,2,603,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
48896,7500,5,0,4,659,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
68975,6500,10,0,2,608,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
68957,20000,13,0,2,675,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
68765,12000,5,0,2,556,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
68954,6000,9,0,4,703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49242,7500,11,0,4,540,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
68949,2500,11,0,3,645,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
42029,7500,12,0,4,630,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
69355,25000,7,0,3,705,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
69478,11200,11,0,3,659,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
69279,12000,7,0,4,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69575,9575,9,0,4,568,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
50218,7500,9,0,2,635,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
51447,7500,10,0,4,595,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
69543,8000,10,0,3,632,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
69348,12875,7,0,2,656,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
69484,2400,12,0,4,608,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
51214,7500,10,0,4,686,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
44325,7500,12,0,2,656,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
69403,11425,9,0,4,692,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
52202,7500,7,0,2,635,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
45480,7500,14,0,2,658,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
69240,13000,8,0,2,709,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
53893,7500,8,0,3,551,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
69547,7200,11,0,2,555,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
62177,5500,16,0,2,670,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
68992,5950,13,0,3,578,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
48066,7500,15,0,2,543,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
69460,9000,12,0,4,701,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
69666,14000,5,0,4,657,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
69344,14400,11,0,2,559,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
69325,19725,9,0,2,665,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
54846,7500,15,0,4,624,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
48144,7500,11,0,4,569,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
69377,6000,5,0,3,548,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
69350,12000,13,0,2,700,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
69486,3200,5,0,4,584,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
55371,7500,11,0,3,611,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
55432,7500,11,0,4,589,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
69620,20000,11,0,2,700,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
57225,7500,9,0,3,543,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
57924,7500,10,0,2,575,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
69454,9250,5,0,4,671,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
69704,12000,10,0,3,567,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
58421,7500,5,0,4,674,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
51430,7500,17,0,2,678,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
58450,7500,12,0,3,573,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
69112,4200,12,0,4,504,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
69439,8000,5,0,3,680,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
69161,14000,14,0,4,630,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
68971,18000,11,0,2,519,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
58998,7500,11,0,4,663,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
